Sentiment,Rating,Review Text
positive,5,love dress fabric little heavy wont blow away windy day bonus even triple chest im comfortable wearing bra may want wear really hot day shape flattering body typei months pregnant still looks great go spring summer fall quite easily addition jean jacket converse vans instead sandals id absolutely recommend dress
negative,2,high hopes slightly run tad large suggest sizing usually wear fit nicely hips thighs unfortunately color thought going dark midnight blue actually gray buttonfly closure causes pants protrude bit area woman wants protrusion returning
positive,5,love coats collection unique ones one top wow stunner totally different classy every day coat used dinner outings special occasions right outfit reinforce buttons since many complaints gave stars quality great design one retailer
positive,5,bought p shouldve bought p swimming p however didnt matter everything itchy im even allergic wool beautiful buttons oddly placed achieve cool design like reviewers commented twist contort get buttonwhich inevitably lead popping didnt see extra one case happened coat stunning theres argument welcome
positive,5,cute comfortable could worn casually dressed little bit jeansvery cute pattern shoulder area love top
negative,2,ordered coat like others taken feminine beauty unfortunately coat showed top button broken missing another button hole torn open returned coat right away thinking itd damaged somehow shipping however began question quality coat second coat showed broken missing top button tried coat found missing button stuffed pocket quality expe
positive,5,bought green shirt pretty subtle floral detail near shoulders love scalloped neck design sheer average ill layering tank fit true size
positive,4,cute comfy usually wear small bought medium appeared run little small
positive,5,coat gorgeous true size fits perfectly warm flattering
positive,5,love dress worried would swallow petite frame flowy yet flattering worn several different occasions looks great tights boots flats lace detailing makes unique
positive,4,one beautiful coat ive seen could wait wear even found perfect dress boots first time wore buttons broke fell buttons thin plastic shank break buttoning coat extremely poor quality buttons remade coat pretty expensive least decent buttons inside coat pink huge polkadots really cute also runs small wear
neutral,3,dress isnt fitted looks model appear shift dress gorgeous print quality doesnt look great reference im lbs bought xs whatever reason high neckline isnt flattering personally think dress perfect broad shoulders
neutral,3,coat lovely embodiment classic movie star style color style collar add subtle flair drama definitely want wardrobe werent pesky buttons like reviewers disappointed note within month owning top button popped middle dinner date rainy night french restaurant night noticed button missing one sleeves alas yet
